cluster_key,rows,membership,general_path,general_root,generation_family,lex_flags,examples
OVERLAP|COMPOSITION_CAMERA|CLOTHING_EXPOSURE|NONE,1,OVERLAP,COMPOSITION_CAMERA,COMPOSITION_CAMERA,CLOTHING_EXPOSURE,NONE,view_between_legs
OVERLAP|EXPRESSION_EMOTION|BODY_ATTRIBUTE|ANATOMY,1,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,BODY_ATTRIBUTE,ANATOMY,penis_awe
OVERLAP|EXPRESSION_EMOTION|BODY_STATE|NONE,1,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,BODY_STATE,NONE,unconscious
OVERLAP|EXPRESSION_EMOTION|REACTION_STATE|EXPLICIT_SEX,1,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,REACTION_STATE,EXPLICIT_SEX,rape_face
OVERLAP|EXPRESSION_EMOTION|RELATION_ROLE_CONTEXT|NONE,1,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,RELATION_ROLE_CONTEXT,NONE,masochism
OVERLAP|EXPRESSION_EMOTION|RESTRAINT_ACTION|NONE,1,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,RESTRAINT_ACTION,NONE,humiliation
OVERLAP|HAIR_FACE|NONHUMAN_INTERACTION|NONE,1,OVERLAP,HAIR_FACE,HAIR_FACE,NONHUMAN_INTERACTION,NONE,tentacle_hair
OVERLAP|LIVING_NATURE|(none)|RESTRAINT_FETISH,1,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,(none),RESTRAINT_FETISH,snake_bondage
OVERLAP|LIVING_NATURE|DAMAGE_STATE_ACTION|NONE,1,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,DAMAGE_STATE_ACTION,NONE,skeleton
OVERLAP|LIVING_NATURE|INSERTION_STRUCTURED|NONE,1,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,INSERTION_STRUCTURED,NONE,impaled
OVERLAP|LIVING_NATURE|RELATION_ROLE_CONTEXT|NONE,1,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,RELATION_ROLE_CONTEXT,NONE,onii-shota
OVERLAP|LIVING_NATURE|REPRO_BODY_STATE|REPRO,1,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,REPRO_BODY_STATE,REPRO,impregnation
OVERLAP|OBJECT_PROP|(none)|EXPOSURE_INTIMATE,1,OVERLAP,OBJECT_PROP/DAILY,OBJECT_PROP,(none),EXPOSURE_INTIMATE,spade_pasties
OVERLAP|OBJECT_PROP|(none)|RESTRAINT_FETISH,1,OVERLAP,OBJECT_PROP/DAILY,OBJECT_PROP,(none),RESTRAINT_FETISH,serving_tray_(bdsm)
OVERLAP|OBJECT_PROP|CLOTHING_EXPOSURE|RESTRAINT_FETISH,1,OVERLAP,OBJECT_PROP,OBJECT_PROP,CLOTHING_EXPOSURE,RESTRAINT_FETISH,bondage_mittens
OVERLAP|OBJECT_PROP|CONTEXT_MODIFIER|NONE,1,OVERLAP,OBJECT_PROP/DAILY,OBJECT_PROP,CONTEXT_MODIFIER,NONE,human_furniture
OVERLAP|OBJECT_PROP|DIRECT_COMPOSITE|NONE,1,OVERLAP,OBJECT_PROP/DAILY,OBJECT_PROP,DIRECT_COMPOSITE,NONE,dick_in_a_box
OVERLAP|OBJECT_PROP|FLUID_STATE_ACTION|ANATOMY,1,OVERLAP,OBJECT_PROP,OBJECT_PROP,FLUID_STATE_ACTION,ANATOMY,breast_pump
OVERLAP|OBJECT_PROP|FLUID_STATE_ACTION|NONE,1,OVERLAP,OBJECT_PROP,OBJECT_PROP,FLUID_STATE_ACTION,NONE,urine_meter
OVERLAP|OBJECT_PROP|IMPLEMENT_OBJECT|ADULT_ROLE_DEVICE,1,OVERLAP,OBJECT_PROP,OBJECT_PROP,IMPLEMENT_OBJECT,ADULT_ROLE_DEVICE,used_condom
OVERLAP|OBJECT_PROP|INSERTION_STRUCTURED|NONE,1,OVERLAP,OBJECT_PROP,OBJECT_PROP,INSERTION_STRUCTURED,NONE,urethral_beads
OVERLAP|OBJECT_PROP|RELATION_ROLE_CONTEXT|NONE,1,OVERLAP,OBJECT_PROP,OBJECT_PROP,RELATION_ROLE_CONTEXT,NONE,trap
OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|ANATOMY+RESTRAINT_FETISH,1,OVERLAP,OBJECT_PROP,OBJECT_PROP,RESTRAINT_IMPLEMENT,ANATOMY+RESTRAINT_FETISH,nipple_leash
OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|EXPOSURE_INTIMATE,1,OVERLAP,OBJECT_PROP,OBJECT_PROP,RESTRAINT_IMPLEMENT,EXPOSURE_INTIMATE,chastity_bra
OVERLAP|PERSON_COUNT|BODY_ATTRIBUTE|NONE,1,OVERLAP,PERSON_COUNT,PERSON_COUNT,BODY_ATTRIBUTE,NONE,cuntboy
OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|RELATIONSHIP_ROLE,1,OVERLAP,PERSON_COUNT,PERSON_COUNT,RELATION_ROLE_CONTEXT,RELATIONSHIP_ROLE,josou_seme
OVERLAP|PLACE_BACKGROUND|(none)|EXPOSURE_INTIMATE,1,OVERLAP,PLACE_BACKGROUND,PLACE_BACKGROUND,(none),EXPOSURE_INTIMATE,nude_beach
OVERLAP|PLACE_BACKGROUND|NONHUMAN_INTERACTION|NONE,1,OVERLAP,PLACE_BACKGROUND,PLACE_BACKGROUND,NONHUMAN_INTERACTION,NONE,tentacle_pit
OVERLAP|POSE_MOVEMENT|(none)|RESTRAINT_FETISH,1,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,(none),RESTRAINT_FETISH,spanking_self
OVERLAP|POSE_MOVEMENT|BODY_ATTRIBUTE|ANATOMY,1,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,BODY_ATTRIBUTE,ANATOMY,bouncing_penis
OVERLAP|POSE_MOVEMENT|POSE_COMPOSITION|ANATOMY,1,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,POSE_COMPOSITION,ANATOMY,presenting_own_breasts
OVERLAP|POSE_MOVEMENT|SCENE_CONTEXT|NONE,1,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,SCENE_CONTEXT,NONE,peeking
OVERLAP|STYLE_QUALITY_META|(none)|ANATOMY,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,(none),ANATOMY,fake_penis_shadow
OVERLAP|STYLE_QUALITY_META|(none)|EXPOSURE_INTIMATE,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,(none),EXPOSURE_INTIMATE,framed_cleavage
OVERLAP|STYLE_QUALITY_META|(none)|NONE,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,(none),NONE,clear_insertion
OVERLAP|STYLE_QUALITY_META|CAMERA_INTERNAL_VIEW|NONE,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,CAMERA_INTERNAL_VIEW,NONE,x-ray
OVERLAP|STYLE_QUALITY_META|CLOTHING_EXPOSURE|ANATOMY,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,CLOTHING_EXPOSURE,ANATOMY,framed_breasts
OVERLAP|STYLE_QUALITY_META|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,nude_cover
OVERLAP|STYLE_QUALITY_META|META_CONTEXT|NONE,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,META_CONTEXT,NONE,uncensored
OVERLAP|STYLE_QUALITY_META|META_CONTEXT|RESTRAINT_FETISH,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,META_CONTEXT,RESTRAINT_FETISH,explosion_gag
OVERLAP|STYLE_QUALITY_META|RELATION_ROLE_CONTEXT|RELATIONSHIP_ROLE,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,RELATION_ROLE_CONTEXT,RELATIONSHIP_ROLE,virgin
OVERLAP|STYLE_QUALITY_META|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,1,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH,panel_gag
OVERLAP|TEXT_SYMBOL|(none)|ANATOMY,1,OVERLAP,TEXT_SYMBOL/SYMBOL,TEXT_SYMBOL,(none),ANATOMY,penis_doodle
OVERLAP|TEXT_SYMBOL|(none)|REPRO,1,OVERLAP,TEXT_SYMBOL/SYMBOL,TEXT_SYMBOL,(none),REPRO,spoken_impregnation
OVERLAP|TEXT_SYMBOL|BODY_ATTRIBUTE|ANATOMY,1,OVERLAP,TEXT_SYMBOL/SYMBOL,TEXT_SYMBOL,BODY_ATTRIBUTE,ANATOMY,penis_chart
OVERLAP|TEXT_SYMBOL|CLOTHING_EXPOSURE|ANATOMY,1,OVERLAP,TEXT_SYMBOL/SYMBOL,TEXT_SYMBOL,CLOTHING_EXPOSURE,ANATOMY,v_over_crotch
OVERLAP|TEXT_SYMBOL|RESTRAINT_ACTION|NONE,1,OVERLAP,TEXT_SYMBOL/SYMBOL,TEXT_SYMBOL,RESTRAINT_ACTION,NONE,tally
SPECIAL_ONLY|(none)|(none)|ANATOMY+EXPOSURE_INTIMATE,1,SPECIAL_ONLY,(none),(none),(none),ANATOMY+EXPOSURE_INTIMATE,panty_on_penis
SPECIAL_ONLY|(none)|(none)|EXPLICIT_SEX+EXPOSURE_INTIMATE,1,SPECIAL_ONLY,(none),(none),(none),EXPLICIT_SEX+EXPOSURE_INTIMATE,fuck_me_pasties
SPECIAL_ONLY|(none)|(none)|EXPLICIT_SEX+RELATIONSHIP_ROLE,1,SPECIAL_ONLY,(none),(none),(none),EXPLICIT_SEX+RELATIONSHIP_ROLE,femdom_rape
SPECIAL_ONLY|(none)|(none)|EXPOSURE_INTIMATE+RESTRAINT_FETISH,1,SPECIAL_ONLY,(none),(none),(none),EXPOSURE_INTIMATE+RESTRAINT_FETISH,panty_gagged
SPECIAL_ONLY|(none)|(none)|REPRO,1,SPECIAL_ONLY,(none),(none),(none),REPRO,impregnation_request
SPECIAL_ONLY|(none)|BODY_ATTRIBUTE|NONE,1,SPECIAL_ONLY,(none),(none),BODY_ATTRIBUTE,NONE,cospussy
